state,leaid,name
IA,1907900,Collins-Maxwell Comm School District
IA,1907920,Colo-NESCO  Comm School District
IA,1907980,Columbus Comm School District
IA,1908070,Coon Rapids-Bayard Comm School District
IA,1908130,Corning Comm School District
IA,1908220,Council Bluffs Comm School District
IA,1908310,Creston Comm School District
IA,1908520,Dallas Center-Grimes Comm School District
IA,1908550,Danville  Comm School District
IA,1908580,Davenport Comm School District
IA,1908610,Davis County Comm School District
IA,1908730,Decorah Community School District
IA,1908880,Delwood Comm School District
IA,1908910,Denison Comm School District
IA,1908940,Denver Comm School District
IA,1908970,Des Moines Independent Comm School District
IA,1909060,Diagonal Comm School District
IA,1909120,Dike-New Hartford Comm School District
IA,1909480,Dubuque Comm School District
IA,1909540,Dunkerton Comm School District
IA,1909570,Boyer Valley Comm School District
IA,1909600,Durant Comm School District
IA,1909990,Eagle Grove Comm School District
IA,1910050,Earlham Comm School District
IA,1910110,East Buchanan Comm School District
IA,1910130,Easton Valley Comm School District
IA,1910340,River Valley Comm School District
IA,1910350,East Union Comm School District
IA,1910410,Eastern Allamakee Comm School District
IA,1910500,Edgewood-Colesburg Comm School District
IA,1910690,Eldora-New Providence Comm School District
IA,1910950,Emmetsburg Comm School District
IA,1910980,English Valleys Comm School District
IA,1911040,Essex Comm School District
IA,1911070,Estherville Lincoln Central Com Sch Dist
IA,1911250,Exira-Elk Horn- Kimballton Comm Sch Dist
IA,1911340,Fairfield Comm School District
IA,1911790,Forest City Comm School District
IA,1911820,Fort Dodge Comm School District
IA,1911850,Fort Madison Comm School District
IA,1912120,Fremont-Mills Comm School District
IA,1912230,Galva-Holstein Comm School District
IA,1912330,Garner-Hayfield-Ventura Comm School District
IA,1912480,George-Little Rock Comm School District
IA,1912510,Gilbert Comm School District
IA,1912600,Gilmore City-Bradgate Comm School District
IA,1912660,Gladbrook-Reinbeck Comm School District
IA,1912690,Glenwood Comm School District
IA,1912750,Glidden-Ralston Comm School District
IA,1912810,Graettinger-Terril Comm School District
IA,1913110,Nodaway Valley Comm School District
IA,1913200,Grinnell-Newburg Comm School District
IA,1913230,Griswold Comm School District
IA,1913290,Grundy Center Comm School District
IA,1913320,Guthrie Center Comm School District
IA,1913350,Clayton Ridge Comm School District
IA,1913380,H-L-V Comm School District
IA,1913440,Hamburg Comm School District
IA,1913470,Hampton-Dumont Comm School District
IA,1913500,Harlan Comm School District
IA,1913660,Hartley-Melvin-Sanborn Comm School District
IA,1914010,Highland  Comm School District
IA,1914160,Hinton Comm School District
IA,1914280,Howard-Winneshiek Comm School District
IA,1914310,Hubbard-Radcliffe Comm School District
IA,1914340,Hudson Comm School District
IA,1914370,Humboldt Comm School District
IA,1914580,Independence Comm School District
IA,1914640,Indianola Comm School District
IA,1914670,Interstate 35 Comm School District
IA,1914700,Iowa City Comm School District
IA,1914730,Iowa Falls Comm School District
IA,1914850,Iowa Valley Comm School District
IA,1914880,IKM-Manning Comm School District
IA,1915180,Janesville Consolidated School District
IA,1915210,Greene County Comm School District
IA,1915330,Jesup Comm School District
IA,1915450,Johnston Comm School District
IA,1915630,Keokuk Comm School District
IA,1915660,Keota Comm School District
IA,1915750,Kingsley-Pierson Comm School District
IA,1915840,Knoxville Comm School District
IA,1916110,Lake Mills Comm School District
IA,1916140,Harris-Lake Park Comm School District
IA,1916320,Lamoni Comm School District
IA,1916420,Laurens-Marathon Comm School District
IA,1916440,Lawton-Bronson Comm School District
IA,1916530,Le Mars Comm School District
IA,1916620,Lenox Comm School District
IA,1916680,Lewis Central Comm School District
IA,1917100,North Cedar Comm School District
IA,1917220,Linn-Mar Comm School District
IA,1917250,Lisbon Comm School District
IA,1917460,Logan-Magnolia Comm School District
IA,1917550,Lone Tree Comm School District
IA,1917820,Louisa-Muscatine Comm School District
IA,1917880,LuVerne Comm School District
IA,1918030,Lynnville-Sully Comm School District
IA,1918120,MFL MarMac Comm School District
IA,1918180,Madrid Comm School District
IA,1918240,East Mills Comm School District
IA,1918330,Manson Northwest Webster Comm School District
IA,1918480,Maple Valley-Anthon Oto Comm School District
IA,1918510,Maquoketa Comm School District
IA,1918540,Maquoketa Valley Comm School District
IA,1918630,Marcus-Meriden-Cleghorn Comm School District
IA,1918690,Marion Independent School District
IA,1918720,Marshalltown Comm School District
IA,1918750,Martensdale-St Marys Comm School District
IA,1918780,Mason City Comm School District
IA,1918840,MOC-Floyd Valley Comm School District
IA,1918930,Mediapolis Comm School District
IA,1918960,Melcher-Dallas Comm School District
IA,1919140,Mid-Prairie Comm School District
IA,1919200,Midland Comm School District
IA,1919440,Missouri Valley Comm School District
IA,1919590,Montezuma Comm School District
IA,1919650,Monticello Comm School District
IA,1919710,Moravia Comm School District
IA,1919740,Mormon Trail Comm School District
IA,1919770,Morning Sun Comm School District
IA,1919800,Moulton-Udell Comm School District
IA,1919860,Mount Ayr Comm School District
IA,1919890,Mount Pleasant Comm School District
IA,1920040,Mount Vernon Comm School District
IA,1920100,Murray Comm School District
IA,1920130,Muscatine Comm School District
IA,1920190,Nashua-Plainfield Comm School District
IA,1920250,Nevada Comm School District
IA,1920340,New Hampton Comm School District
IA,1920460,New London Comm School District
IA,1920580,Newell-Fonda Comm School District
IA,1920610,Newton Comm School District
IA,1920760,Central Springs Comm School District
IA,1920820,North Linn Comm School District
IA,1920830,North Kossuth Comm School District
IA,1920850,North Mahaska Comm School District
IA,1920910,North Polk Comm School District
IA,1920940,North Scott Comm School District
IA,1921000,North Tama County Comm School District
IA,1921090,Northeast Comm School District
IA,1921210,Northwood-Kensett Comm School District
IA,1921240,Norwalk Comm School District
IA,1921600,Odebolt Arthur Battle Creek Ida Grove Comm School District
IA,1921630,Oelwein Comm School District
IA,1921660,Ogden Comm School District
IA,1921720,Olin Consolidated School District
IA,1921810,Orient-Macksburg Comm School District
IA,1921840,Osage Comm School District
IA,1921870,Oskaloosa Comm School District
IA,1922110,Ottumwa Comm School District
IA,1922380,Paton-Churdan Comm School District
IA,1922440,Pekin Comm School District
IA,1922470,Pella Comm School District
IA,1922530,Perry Comm School District
IA,1923110,Pleasant Valley Comm School District
IA,1923160,Pleasantville Comm School District
IA,1923190,Pocahontas Area Comm School District
IA,1923340,Postville Comm School District
IA,1924000,Red Oak Comm School District
IA,1924120,Remsen-Union Comm School District
IA,1924150,Riceville Comm School District
IA,1924660,Rock Valley Comm School District
IA,1924870,Roland-Story Comm School District
IA,1924960,Rudd-Rockford-Marble Rk Comm School District
IA,1925050,Ruthven-Ayrshire Comm School District
IA,1925200,St Ansgar Comm School District
IA,1925320,Saydel Comm School District
IA,1925380,Schaller-Crestland Comm School District
IA,1925410,Schleswig Comm School District
IA,1925590,Sergeant Bluff-Luton Comm School District
IA,1925620,Seymour Comm School District
IA,1925920,West Fork Comm School District
IA,1925980,Sheldon Comm School District
IA,1926070,Shenandoah Comm School District
IA,1926250,Sidney Comm School District
IA,1926280,Sigourney Comm School District
IA,1926370,Sioux Center Comm School District
IA,1926400,Sioux City Comm School District
IA,1926580,Solon Comm School District
IA,1926640,South Hamilton Comm School District
IA,1926670,South Page Comm School District
IA,1926730,South Tama County
IA,1926790,South Winneshiek Comm School District
IA,1926820,Southeast Polk Comm School District
IA,1926850,Southeast Warren Comm School District
IA,1926910,Spencer Comm School District
IA,1927000,Spirit Lake Comm School District
IA,1927060,Springville Comm School District
IA,1927240,Stanton Comm School District
IA,1927270,Starmont Comm School District
IA,1927390,Storm Lake Comm School District
IA,1927480,Stratford Comm School District
IA,1927500,West Central Valley Comm School District
IA,1927600,Sumner-Fredericksburg Comm School District
IA,1927870,Tipton Comm School District
IA,1927960,Treynor Comm School District
IA,1927990,Tri-Center Comm School District
IA,1928020,Tri-County Comm School District
IA,1928050,Tripoli Comm School District
IA,1928110,Turkey Valley Comm School District
IA,1928170,Twin Cedars Comm School District
IA,1928200,Twin Rivers Comm School District
IA,1928230,Underwood Comm School District
IA,1928560,United Comm School District
IA,1928680,Urbandale Comm School District
IA,1928980,Van Buren County Comm School District
IA,1929010,Van Meter Comm School District
IA,1929280,Villisca Comm School District
IA,1929310,Vinton-Shellsburg Comm School District
IA,1929490,WACO Comm School District
IA,1929580,East Sac County Comm School District
IA,1929730,Wapello Comm School District
IA,1929760,Wapsie Valley Comm School District
IA,1930240,Washington Comm School District
IA,1930480,Waterloo Comm School District
IA,1930510,Waukee Comm School District
IA,1930540,Waverly-Shell Rock Comm School District
IA,1930560,Wayne Comm School District
IA,1930630,Webster City Comm School District
IA,1930720,West Bend-Mallard Comm School District
IA,1930750,West Branch Comm School District
IA,1930780,West Burlington Ind School District
IA,1930870,West Central Comm School District
IA,1930900,West Delaware County Comm School District
IA,1930930,West Des Moines Comm School District
IA,1930960,West Harrison Comm School District
IA,1930990,West Liberty Comm School District
IA,1931020,West Lyon Comm School District
IA,1931080,West Marshall Comm School District
IA,1931110,West Monona Comm School District
IA,1931290,West Sioux Comm School District
IA,1931350,Western Dubuque Comm School District
IA,1931470,Westwood Comm School District
IA,1931620,Whiting Comm School District
IA,1931680,Williamsburg Comm School District
IA,1931800,Wilton Comm School District
IA,1931830,Winfield-Mt Union Comm School District
IA,1931860,Winterset Comm School District
IA,1931920,Woodbine Comm School District
IA,1931950,Woodbury Central Comm School District
IA,1932010,Woodward-Granger Comm School District
IA,1999001,Keystone AEA
IA,1999005,Prairie Lakes AEA
IA,1999007,Central Rivers AEA
IA,1999009,Mississippi Bend AEA
IA,1999010,Grant Wood AEA
IA,1999011,Heartland Area Education Agency
IA,1999012,Northwest AEA
IA,1999013,AEA 13 Green Hills AEA
IA,1999015,Great Prairie AEA
IA,1999017,PCM Comm School District
IA,1999019,Southeast Valley Community School District
IA,1999020,Horizon Science Academy
IA,1999021,Empowering Excellence
IA,1999022,Great Oak
ID,1600001,WEST BONNER COUNTY DISTRICT
ID,1600002,LAKE PEND OREILLE SCHOOL DISTRICT
ID,1600003,VICTORY CHARTER SCHOOL INC.
ID,1600004,IDAHO VIRTUAL ACADEMY INC.
ID,1600005,IDAHO VIRTUAL HIGH SCHOOL INC.
ID,1600006,ROLLING HILLS PUBLIC CHARTER SCHOOL INC.
ID,1600007,COMPASS PUBLIC CHARTER SCHOOL INC.
ID,1600008,FALCON RIDGE PUBLIC CHARTER SCHOOL INC.
ID,1600009,TROY SCHOOL DISTRICT
ID,1600010,WHITEPINE JOINT SCHOOL DISTRICT
ID,1600011,INSPIRE ACADEMICS INC.
ID,1600012,LIBERTY CHARTER SCHOOL INC.
ID,1600014,THE ACADEMY INC.
ID,1600015,TAYLOR'S CROSSING PUBLIC CHARTER SCHOOL INC.
ID,1600016,IDAHO DEPARTMENT OF JUVENILE CORRECTIONS
ID,1600017,IDAHO DEPARTMENT OF CORRECTIONS
ID,1600030,ABERDEEN DISTRICT
ID,1600060,AMERICAN FALLS JOINT DISTRICT
ID,1600090,ARBON ELEMENTARY DISTRICT
ID,1600138,SALMON RIVER JOINT SCHOOL DISTRICT
ID,1600139,MOUNTAIN VIEW SCHOOL DISTRICT
ID,1600140,XAVIER CHARTER SCHOOL INC.
ID,1600141,VISION CHARTER SCHOOL INC.
ID,1600142,WHITE PINE CHARTER SCHOOL INC.
ID,1600143,NORTH VALLEY ACADEMY INC.
ID,1600144,ISUCCEED VIRTUAL HIGH SCHOOL INC.
ID,1600145,IDAHO SCIENCE AND TECHNOLOGY CHARTER SCHOOL INC.
ID,1600148,IDAHO VIRTUAL EDUCATION PARTNERS INC.
ID,1600149,THE KOOTENAI BRIDGE ACADEMY INC.
ID,1600150,AVERY SCHOOL DISTRICT
ID,1600151,PALOUSE PRAIRIE EDUCATIONAL ORGANIZATION INC.
ID,1600152,CANYON-OWYHEE SCHOOL SERVICE AGENCY (COSSA)
ID,1600153,BLACKFOOT CHARTER COMMUNITY LEARNING CENTER INC.
ID,1600154,MONTICELLO MONTESSORI CHARTER SCHOOL INC.
ID,1600156,THE SAGE INTERNATIONAL SCHOOL OF BOISE A PUBLIC CHARTER SCH
ID,1600157,THE VILLAGE CHARTER SCHOOL INC.
ID,1600158,LEGACY PUBLIC CHARTER SCHOOL INC.
ID,1600159,HERITAGE ACADEMY INC.
ID,1600160,NORTH IDAHO STEM CHARTER ACADEMY INC.
ID,1600161,HERITAGE COMMUNITY CHARTER SCHOOL INC.
ID,1600162,AMERICAN HERITAGE CHARTER SCHOOL INC.
ID,1600163,CHIEF TAHGEE ELEMENTARY ACADEMY INC.
ID,1600165,SANDPOINT CHARTER SCHOOL INC.
ID,1600166,SYRINGA MOUNTAIN SCHOOL INC.
ID,1600167,KTEC - Kootenai Tech Ed Campus
ID,1600169,IDAHO STEM ACADEMY INC.
ID,1600170,UPPER CARMEN PUBLIC CHARTER SCHOOL INC.
ID,1600171,IDAHO COLLEGE AND CAREER READINESS ACADEMY INC.
ID,1600172,GEM PREP: ONLINE LLC
ID,1600173,COEUR D'ALENE CHARTER ACADEMY INC.
ID,1600174,NORTH STAR CHARTER SCHOOL INC.
ID,1600175,ALTURAS INTERNATIONAL ACADEMY INC.
ID,1600176,THE POCATELLO COMMUNITY CHARTER SCHOOL INC.
ID,1600177,GEM PREP: POCATELLO LLC
ID,1600178,PEACE VALLEY CHARTER SCHOOL INC.
ID,1600179,GEM PREP: MERIDIAN LLC
ID,1600180,BASIN SCHOOL DISTRICT
ID,1600181,FUTURE PUBLIC SCHOOL INC.
ID,1600182,PROJECT IMPACT STEM ACADEMY INC.
ID,1600183,PATHWAYS IN EDUCATION - NAMPA INC.
ID,1600184,HAYDEN CANYON CHARTER SCHOOL INC.
ID,1600186,FERN-WATERS PUBLIC CHARTER SCHOOL INC.
ID,1600187,Idaho Digital Learning Academy
ID,1600188,TREASURE VALLEY CLASSICAL ACADEMY INC.
ID,1600189,ELEVATE ACADEMY INC.
ID,1600190,SAGE INTERNATIONAL SCHOOL MIDDLETON LLC
ID,1600191,MOSAICS PUBLIC SCHOOL INC.
ID,1600192,ISLAND PARK CHARTER SCHOOL INC.
ID,1600193,MCCALL COMMUNITY SCHOOL INC
ID,1600194,THOMAS JEFFERSON CHARTER SCHOOL INC.
ID,1600195,ANSER OF IDAHO INC.
ID,1600196,GEM PREP: MERIDIAN NORTH LLC
ID,1600197,DORAL ACADEMY OF IDAHO INC.
ID,1600198,PINECREST ACADEMY OF IDAHO INC.
ID,1600199,ALTURAS PREPARATORY ACADEMY INC
ID,1600200,CARDINAL ACADEMY INCORPORATED
ID,1600201,GEM PREP: MERIDIAN SOUTH LLC
ID,1600202,ELEVATE ACADEMY NORTH LLC
ID,1600203,ELEVATE ACADEMY NAMPA LLC
ID,1600204,IDAHO ARTS CHARTER SCHOOL INC.
ID,1600205,GEM PREP: NAMPA LLC
ID,1600240,BEAR LAKE COUNTY DISTRICT
ID,1600270,BLACKFOOT DISTRICT
ID,1600300,BLAINE COUNTY DISTRICT
ID,1600330,BLISS JOINT DISTRICT
ID,1600360,BOISE INDEPENDENT DISTRICT
ID,1600420,BOUNDARY COUNTY DISTRICT
ID,1600450,BRUNEAU-GRAND VIEW JOINT SCHOOL DISTRICT
ID,1600480,BUHL JOINT DISTRICT
ID,1600490,BUTTE COUNTY JOINT DISTRICT
ID,1600510,CALDWELL DISTRICT
ID,1600540,CAMAS COUNTY DISTRICT
ID,1600570,CAMBRIDGE JOINT DISTRICT
ID,1600600,VALLIVUE SCHOOL DISTRICT
ID,1600630,CASCADE DISTRICT
ID,1600660,CASSIA COUNTY JOINT DISTRICT
ID,1600690,CASTLEFORD DISTRICT
ID,1600720,CHALLIS JOINT DISTRICT
ID,1600750,CLARK COUNTY DISTRICT
ID,1600780,COEUR D'ALENE DISTRICT
ID,1600810,COTTONWOOD JOINT DISTRICT
ID,1600815,PLUMMER-WORLEY JOINT DISTRICT
ID,1600840,COUNCIL DISTRICT
ID,1600870,CULDESAC JOINT DISTRICT
ID,1600900,DIETRICH DISTRICT
ID,1600930,BONNEVILLE JOINT DISTRICT
ID,1600960,PRESTON JOINT DISTRICT
ID,1601020,EMMETT INDEPENDENT DISTRICT
ID,1601050,FILER DISTRICT
ID,1601080,FIRTH DISTRICT
ID,1601110,FREMONT COUNTY JOINT DISTRICT
ID,1601140,FRUITLAND DISTRICT
ID,1601170,GARDEN VALLEY DISTRICT
ID,1601200,GENESEE JOINT DISTRICT
ID,1601230,GLENNS FERRY JOINT DISTRICT
ID,1601260,GOODING JOINT DISTRICT
ID,1601290,GRACE JOINT DISTRICT
ID,1601380,HAGERMAN JOINT DISTRICT
ID,1601410,HANSEN DISTRICT
ID,1601440,HIGHLAND JOINT DISTRICT
ID,1601470,HOMEDALE JOINT DISTRICT
ID,1601500,HORSESHOE BEND SCHOOL DISTRICT
ID,1601530,IDAHO FALLS DISTRICT
ID,1601570,JEFFERSON COUNTY JOINT DISTRICT
ID,1601590,JEROME JOINT DISTRICT
ID,1601620,KAMIAH JOINT DISTRICT
ID,1601650,KELLOGG JOINT DISTRICT
ID,1601680,KENDRICK JOINT DISTRICT
ID,1601710,KIMBERLY DISTRICT
ID,1601740,KOOTENAI DISTRICT
ID,1601770,KUNA JOINT DISTRICT
ID,1601800,LAKELAND DISTRICT
ID,1601830,LAPWAI DISTRICT
ID,1601860,LEWISTON INDEPENDENT DISTRICT
ID,1601900,MACKAY JOINT DISTRICT
ID,1601920,MADISON DISTRICT
ID,1601950,MARSH VALLEY JOINT DISTRICT
ID,1601980,MARSING JOINT DISTRICT
ID,1602030,MCCALL-DONNELLY JOINT SCHOOL DISTRICT
ID,1602060,MEADOWS VALLEY DISTRICT
ID,1602070,MELBA JOINT DISTRICT
ID,1602100,JOINT SCHOOL DISTRICT NO. 2
ID,1602130,MIDDLETON DISTRICT
ID,1602160,MIDVALE DISTRICT
ID,1602190,MINIDOKA COUNTY JOINT DISTRICT
ID,1602220,MOSCOW DISTRICT
ID,1602250,MOUNTAIN HOME DISTRICT
ID,1602280,MULLAN DISTRICT
ID,1602310,MURTAUGH JOINT DISTRICT
ID,1602340,NAMPA SCHOOL DISTRICT
ID,1602370,NEW PLYMOUTH DISTRICT
ID,1602400,NEZPERCE JOINT DISTRICT
ID,1602430,NORTH GEM DISTRICT
ID,1602460,NOTUS DISTRICT
ID,1602490,ONEIDA COUNTY DISTRICT
ID,1602520,OROFINO JOINT DISTRICT
ID,1602550,PARMA DISTRICT
ID,1602580,PAYETTE JOINT DISTRICT
ID,1602610,PLEASANT VALLEY ELEMENTARY DISTRICT
ID,1602640,POCATELLO DISTRICT
ID,1602670,POST FALLS DISTRICT
ID,1602700,POTLATCH DISTRICT
ID,1602730,PRAIRIE ELEMENTARY DISTRICT
ID,1602760,RICHFIELD DISTRICT
ID,1602790,RIRIE JOINT DISTRICT
ID,1602820,ROCKLAND DISTRICT
ID,1602850,SALMON DISTRICT
ID,1602910,SHELLEY JOINT DISTRICT
ID,1602940,SHOSHONE JOINT DISTRICT
ID,1602970,SNAKE RIVER DISTRICT
ID,1603000,SODA SPRINGS JOINT DISTRICT
ID,1603030,SOUTH LEMHI DISTRICT
ID,1603060,ST MARIES JOINT DISTRICT
ID,1603090,SUGAR-SALEM JOINT DISTRICT
ID,1603120,SWAN VALLEY ELEMENTARY DISTRICT
ID,1603180,TETON COUNTY DISTRICT
ID,1603210,THREE CREEK JOINT ELEMENTARY DISTRICT
ID,1603240,TWIN FALLS DISTRICT
ID,1603270,VALLEY DISTRICT
ID,1603300,WALLACE DISTRICT
ID,1603330,WEISER DISTRICT
ID,1603360,WENDELL DISTRICT
ID,1603400,WEST JEFFERSON DISTRICT
ID,1603420,WEST SIDE JOINT DISTRICT
ID,1603480,WILDER DISTRICT
ID,1603511,IDAHO BUREAU OF EDUCATIONAL SERVICES FOR THE DEAF AND THE BL
ID,1603512,GEM PREP: TWIN FALLS LLC
ID,1603513,KOOTENAI CLASSICAL ACADEMY INC
ID,1603514,PINECREST ACADEMY OF LEWISTON INC
ID,1603515,PROMISE ACADEMY INC
ID,1603516,ELEVATE ACADEMY EAST IDAHO LLC
ID,1603517,IDAHO NOVUS CLASSICAL ACADEMY LLC
IL,1700001,River Ridge CUSD 210
IL,1700002,Casey-Westfield CUSD 4C
IL,1700003,Blue Ridge CUSD 18
IL,1700004,Norris City-Omaha-Enfield CUSD 3
IL,1700005,Prairie Central CUSD 8
IL,1700006,IDJJ Sch Dist 428
IL,1700007,Eastland CUSD 308
IL,1700009,Pinckneyville SD 50
IL,1700010,Beach Park CCSD 3
IL,1700014,Goreville CUD 1
IL,1700015,Joppa-Maple Grove UD 38
IL,1700023,Eastern IL Area of Spec Educ
IL,1700024,A E R O  Spec Educ Coop
IL,1700029,Speed SEJA #802
IL,1700030,Proviso Area Exceptional Child
IL,1700031,TrueNorth Educl Cooprtv 804
IL,1700032,NW Suburban Spec Educ Org
IL,1700039,Philip J Rock Center and School
IL,1700041,Gibson City-Melvin-Sibley CUSD 5
IL,1700044,Farmington Central CUSD 265
IL,1700045,Gallatin CUSD 7
IL,1700048,Franklin-Jefferson Co Sp Ed Dist
IL,1700051,Iroquois Special Education
IL,1700052,Tri-County Sp Ed Jnt Agreement
IL,1700054,Mid-Valley Special Ed Coop
IL,1700056,Kankakee Area Spec Educ Coop
IL,1700059,Spec Educ Dist Lake County/Sedol
IL,1700065,Saunemin CCSD 438
IL,1700069,Macon-Piatt Spec Educ Jnt Agr
IL,1700074,Kaskaskia Spec Educ District
IL,1700077,Marengo-Union E Cons D 165
IL,1700080,Four Rivers Spec Educ Dist
IL,1700081,Ogle Co Education Cooperative
IL,1700084,Black Hawk Area Sp Ed District
IL,1700091,Tazewell-Mason Cntys Sp Ed Assoc
IL,1700092,Georgetown-Ridge Farm CUD 4
IL,1700097,Lincoln-Way Area Spec Ed JA Dist
IL,1700098,Dept of Human Services
IL,1700099,ISU  Laboratory Schools
IL,1700100,University of Ill Lab School
IL,1700101,Il Mathematics & Science Academy
IL,1700102,Brussels CUSD 42
IL,1700103,New Holland-Middletown ED 88
IL,1700105,A-C Central CUSD 262
IL,1700106,Heritage CUSD 8
IL,1700109,Ridgeview CUSD 19
IL,1700110,North Chicago SD 187
IL,1700112,Streator ESD 44
IL,1700113,Illini Central CUSD 189
IL,1700114,South Central CUD 401
IL,1700115,Henry-Senachwine CUSD 5
IL,1700116,Sangamon Area Spec Ed Dist
IL,1700118,Williamson Co Spec Educ District
IL,1700119,North Shore SD 112
IL,1700120,Lostant CUSD 425
IL,1700122,Shiloh CUSD 1
IL,1700123,Meridian CUSD 15
IL,1700125,Bureau Valley CUSD 340
IL,1700126,Midland CUSD 7
IL,1700147,St Clair ROE Special Education
IL,1700152,North DuPage Sp Ed Cooperative
IL,1700153,Lewistown CUSD 97
IL,1700162,Adam/Brwn/Cass/Morgn/Pik/Sctt ROE
IL,1700164,BMP Tri County Special Ed Coop
IL,1700165,Bnd/Chrstn/Effngh/Fytt/Mntgmr ROE
IL,1700166,Boone/Winnebago ROE
IL,1700168,Bureau/Henry/Stark ROE
IL,1700169,Calhoun/Greene/Jersy/Macoupin ROE
IL,1700170,Carroll/Jo Daviess/Stephenson ROE
IL,1700171,Champaign/Ford ROE
IL,1700173,Clay/Cwford/Jsper/Lwrnce/Rhland
IL,1700174,Clintn/Jeffrsn/Marin/Washngtn ROE
IL,1700175,Clk/Cls/Cmbn/Dglas/Edgr/Mltr/Shlb
IL,1700176,Cowden-Herrick CUSD 3A
IL,1700177,DeWitt/Livingstn/Logan/McLean ROE
IL,1700178,De Kalb ROE
IL,1700179,DuPage ROE
IL,1700180,Edw/Glt/Hlt/Hdn/Pop/Sln/Wbh/Wn/Wh
IL,1700182,Frankln/Johnsn/Massc/Willimsn ROE
IL,1700184,Grundy/Kendall ROE
IL,1700186,Hancck/Fultn/Schuylr/McDonogh ROE
IL,1700188,Region 07 South Cook ISC 4
IL,1700189,Iroquois/Kankakee ROE
IL,1700190,Alxndr/Jcksn/Pulsk/Prry/Union ROE
IL,1700191,Kane ROE
IL,1700192,Henderson/Knox/Mercer/Warren ROE
IL,1700193,Lake ROE
IL,1700194,La Salle/Marshall/Putnam ROE
IL,1700195,Lee/Ogle/Whiteside ROE
IL,1700197,Macon/Piatt ROE
IL,1700198,Madison ROE
IL,1700200,McHenry ROE
IL,1700201,Mid-State Spec Educ Jnt Agr
IL,1700202,Monroe/Randolph ROE
IL,1700203,Peoria ROE
IL,1700204,Rock Island ROE
IL,1700206,Menard/Sangamon ROE
IL,1700207,Spec Ed Dist of McHenry Co-Sedom
IL,1700208,Saint Clair ROE
IL,1700209,Mason/Tazewell/Woodford ROE
IL,1700211,Vermilion ROE
IL,1700213,Will ROE
IL,1700217,Christopher USD 99
IL,1700218,Prairie Crossing Charter School
IL,1700220,Region 05 North Cook ISC 1
IL,1700221,Region 06 West Cook ISC 2
IL,1700222,Nippersink SD 2
IL,1700223,Okaw Valley CUSD 302
IL,1700225,Spec Educ Assoc of Peoria County
IL,1700227,Bi-County Special Educ Coop
IL,1700228,LaSalle Putnam Alliance
IL,1700229,Livingston Co Spec Services Unit
IL,1700231,West Central Regional System
IL,1700233,Five County Reg Voc System
IL,1700234,Bond Fayette Effingham EFE 410
IL,1700235,Career Educ Assoc of N Central IL
IL,1700236,Eagle Ridge Vocational Del Sys
IL,1700238,Career & Tech Educ Consortium
IL,1700239,Ford Special Education Coop
IL,1700242,Eastern IL EFE System
IL,1700243,Twin Rivers Career & Tech Ed Sys
IL,1700244,Clay/Jasper/Richland/N Wayne RDS
IL,1700245,Marion/Clinton/Wash Co CTES
IL,1700246,Evanston Dists 65/202 Jnt Agr
IL,1700248,Morton Regional Del Sys
IL,1700249,Career Development System
IL,1700250,North Suburban Educ Reg for Voc
IL,1700252,Moraine Area Career System
IL,1700255,Niles Twp District for Spec Educ
IL,1700258,Kishwaukee Educ Consortium
IL,1700261,Livingston Area Educ for Employ
IL,1700262,Heart of IL Low Incidence  Hilia
IL,1700263,McLean/Dewitt Reg Voc System
IL,1700264,DuPage Area Occup Educ Sys
IL,1700265,Ohio & Wabash Valley Reg Voc Sys
IL,1700266,Franklin County Reg Del System
IL,1700270,Rend Lake Area Reg Del System
IL,1700271,Western Area Career System 265
IL,1700272,West Central IL Spec Educ Coop
IL,1700273,Delabar CTE System
IL,1700274,Jackson/Perry Co Reg Del System
IL,1700276,Kankakee Area Reg Voc Ed System
IL,1700277,Iroquois Area Reg Del System
IL,1700278,Valley Educ for Employ System
IL,1700279,Northern Kane Co Reg Voc System
IL,1700281,Lake County Area Voc System
IL,1700283,Starved Rock for Voc Tech Ed
IL,1700284,Lincolnland Reg Del System
IL,1700285,Heartland Region
IL,1700286,Central Ill Rural Region
IL,1700288,Madison Co Career & Tech Ed Sys
IL,1700289,Central IL Voc Ed Coop
IL,1700292,Okaw Regional Voc System
IL,1700293,Two Rivers Career Educ System
IL,1700294,Peoria Educ Reg for Empl Traing
IL,1700295,Quad City Career and Tech Ed Cons
IL,1700297,Southwestern Illinois Career & TE
IL,1700298,ESL Regional Vocational System
IL,1700299,Regional Office of Car/Tech Educ
IL,1700304,Vermilion Voc Ed Deliver System
IL,1700306,Whiteside Regional Voc System
IL,1700308,Three Rivers EFE System
IL,1700309,Tazewell Co Area EFE RDS
IL,1700310,West Carroll CUSD 314
IL,1700311,South Eastern Sp Ed Program
IL,1700312,Eisenhower Cooperative
IL,1700313,Educ for Employment Sys 330
IL,1700314,West Prairie CUSD 103
IL,1700317,NW Educ Cncl for Student Success
IL,1700319,West Central CUSD 235
IL,1700320,Monmouth-Roseville CUSD 238
IL,1700321,United CUSD 304
IL,1700322,Henry-Stark County Spec Ed Dist
IL,1700323,Crescent Iroquois CUSD 249
IL,1700324,Sangamon Valley CUSD 9
IL,1700325,Region III Spec Ed Coop
IL,1700326,El Paso-Gridley CUSD 11
IL,1700327,McHenry Co Coop for Employ Educ
IL,1700329,Jamp Spec Educ Services
