state,leaid,name
IL,1700330,Prairieview-Ogden CCSD 197
IL,1700332,Schuyler-Industry CUSD 5
IL,1700333,Chester N HSD 122
IL,1701381,La Harpe CSD 347
IL,1701382,Thompsonville CUSD 174
IL,1701384,Illini West H S Dist 307
IL,1701385,Carthage ESD 317
IL,1701387,Western CUSD 12
IL,1701388,Dallas ESD 327
IL,1701390,Flanagan-Cornell Dist 74
IL,1701391,Wilmette Comm Sp Ed Agreement
IL,1701392,Southwest Cook Coop Spec Ed
IL,1701393,Grundy County Spec Educ Coop
IL,1701394,Des Plaines Valley EFE
IL,1701395,Mercer County School District 404
IL,1701396,Coop Assoc for Spec Educ
IL,1701397,Paris Cooperative High School
IL,1701400,Southland College Prep Chtr HS
IL,1701403,North Mac CUSD 34
IL,1701404,Odin PSD 722
IL,1701408,South Macoupin Association
IL,1701409,Williamson Co CTE System
IL,1701410,Horizon Science Acad-McKinley Pk
IL,1701411,East Coloma - Nelson CESD 20
IL,1701412,Horizon Science Acad-Belmont
IL,1701413,Abingdon-Avon CUSD 276
IL,1701414,Rural Champaign Co Spec Ed Coop
IL,1701415,STEM Partnership School
IL,1701416,Milford Area PSD 124
IL,1701417,Bluford Unit School District 318
IL,1701418,Salt Fork CUSD 512
IL,1701419,Spring Garden CCSD 178
IL,1701420,Exceptional Learners
IL,1701421,Northwest Sp Ed Cooperative
IL,1701422,Woodlawn Unit School District 209
IL,1701423,LEARN John and Kathy Schreiber Ch
IL,1701424,Betty Shabazz  Internl Chrtr Sch
IL,1701425,School Assn For Special Educ
IL,1701426,ACE Amandla Charter School
IL,1701428,Plano Area Special Ed Coop
IL,1701429,IL Dept of Chldrn and Family Svcs
IL,1701430,Career Preparation Network
IL,1701431,Bronzeville Academy Chtr School
IL,1701432,Knox Warren Spec Ed Districts
IL,1701433,B H R A Cooperative HS
IL,1701434,Dimmick Comm Cons SD #175
IL,1701435,Elgin Math and Science Acad Chtr
IL,1701436,Urban Prep Chrtr Sch for Yng Men
IL,1701437,Woodford Cty Special Ed Assoc
IL,1701438,Intrinsic 2 Charter High School
IL,1701439,S Will Co Coop for Spec Ed
IL,1701441,IL Spec Ed Charter Coop
IL,1701442,NPT Special Education Coop
IL,1703150,Addison SD 4
IL,1703210,Akin CCSD 91
IL,1703270,Albers SD 63
IL,1703300,Alden Hebron SD 19
IL,1703420,Allen-Otter Creek CCSD 65
IL,1703450,Allendale CCSD 17
IL,1703480,Alsip-Hazlgrn-Oaklwn SD 126
IL,1703510,Altamont CUSD 10
IL,1703600,Alton CUSD 11
IL,1703660,AlWood CUSD 225
IL,1703690,Amboy CUSD 272
IL,1703750,Anna CCSD 37
IL,1703780,Anna Jonesboro CHSD 81
IL,1703810,Annawan CUSD 226
IL,1703840,Antioch CCSD 34
IL,1703870,CHSD 117
IL,1703900,Aptakisic-Tripp CCSD 102
IL,1703930,Arbor Park SD 145
IL,1703960,Arcola CUSD 306
IL,1703990,Argenta-Oreana CUSD 1
IL,1704020,Argo CHSD 217
IL,1704050,Summit SD 104
IL,1704140,Arlington Heights SD 25
IL,1704170,Township HSD 214
IL,1704200,Armstrong-Ellis Cons SD 61
IL,1704230,Armstrong Twp HSD 225
IL,1704260,Arthur CUSD 305
IL,1704340,Ashley CCSD 15
IL,1704380,Ashton-Franklin Center CUSD 275
IL,1704440,Astoria CUSD 1
IL,1704470,Athens CUSD 213
IL,1704560,Atwood Heights SD 125
IL,1704620,Auburn CUSD 10
IL,1704680,Aurora East USD 131
IL,1704710,Aurora West USD 129
IL,1704740,Aviston SD 21
IL,1704770,Central CHSD 71
IL,1704800,Avoca SD 37
IL,1704920,Ball Chatham CUSD 5
IL,1704950,Bannockburn SD 106
IL,1705050,Barrington CUSD 220
IL,1705160,Bartelso SD 57
IL,1705190,Bartonville SD 66
IL,1705220,Batavia USD 101
IL,1705310,Beardstown CUSD 15
IL,1705430,Beecher CUSD 200U
IL,1705460,Beecher City CUSD 20
IL,1705466,Marseilles ESD 150
IL,1705570,Opdyke-Belle-Rive CCSD 5
IL,1705580,Belle Valley SD 119
IL,1705610,Belleville SD 118
IL,1705640,Belleville Twp HSD 201
IL,1705760,Bellwood SD 88
IL,1705790,Belvidere CUSD 100
IL,1705820,Bement CUSD 5
IL,1705880,Benjamin SD 25
IL,1705910,Bensenville SD 2
IL,1705950,Benton CCSD 47
IL,1705970,Benton Cons HSD 103
IL,1706000,Berkeley SD 87
IL,1706060,Berwyn North SD 98
IL,1706090,Berwyn South SD 100
IL,1706120,Bethalto CUSD 8
IL,1706180,Bethel SD 82
IL,1706270,Big Hollow SD 38
IL,1706390,Bismarck Henning CUSD
IL,1706420,Bloom Twp HSD 206
IL,1706450,Bloomingdale SD 13
IL,1706480,Bloomington SD 87
IL,1706510,Cook County SD 130
IL,1706540,CHSD 218
IL,1706600,Scott-Morgan CUSD 2
IL,1706750,Bourbonnais SD 53
IL,1706840,Braceville SD 75
IL,1706880,Bradford CUSD 1
IL,1706930,Bradley SD 61
IL,1706960,Bradley Bourbonnais CHSD 307
IL,1707010,Breese ESD 12
IL,1707050,Bremen CHSD 228
IL,1707170,Indian Springs SD 109
IL,1707200,Brimfield CUSD 309
IL,1707290,Lemont-Bromberek CSD 113A
IL,1707320,Brookfield Lagrange Park SD 95
IL,1707440,Brownstown CUSD 201
IL,1707650,Paxton-Buckley-Loda CUD 10
IL,1707740,Buncombe Cons SD 43
IL,1707770,Bunker Hill CUSD 8
IL,1707830,Central CUSD 301
IL,1707860,Burnham SD 154-5
IL,1707950,Bushnell Prairie City CUSD 170
IL,1707980,Butler SD 53
IL,1708010,Byron CUSD 226
IL,1708040,Cahokia CUSD 187
IL,1708070,Cairo USD 1
IL,1708100,Lincoln ESD 156
IL,1708130,Calumet Public SD 132
IL,1708160,Cambridge CUSD 227
IL,1708220,Central CUSD 3
IL,1708250,Trico CUSD 176
IL,1708280,Canton Union SD 66
IL,1708310,Carbon Cliff-Barstow SD 36
IL,1708340,Carbondale ESD 95
IL,1708370,Carbondale CHSD 165
IL,1708400,Cons HSD 230
IL,1708430,Carlinville CUSD 1
IL,1708460,Carlyle CUSD 1
IL,1708500,Carmi-White County CUSD 5
IL,1708550,CUSD 300
IL,1708580,Carrier Mills-Stonefort CUSD 2
IL,1708610,Carrollton CUSD 1
IL,1708640,Carterville CUSD 5
IL,1708730,Cary CCSD 26
IL,1708790,Cass SD 63
IL,1708970,Center Cass SD 66
IL,1709100,Central A & M CUD 21
IL,1709150,Central SD 51
IL,1709170,Central SD 104
IL,1709180,Central City SD 133
IL,1709210,Lockport SD 91
IL,1709270,Centralia SD 135
IL,1709300,Centralia HSD 200
IL,1709330,Cerro Gordo CUSD 100
IL,1709400,Chadwick-Milledgeville CUSD 399
IL,1709420,Champaign CUSD 4
IL,1709510,Chaney-Monge SD 88
IL,1709540,Channahon SD 17
IL,1709600,Charleston CUSD 1
IL,1709810,Chester CUSD 139
IL,1709850,Chester-East Lincoln CCSD 61
IL,1709930,Chicago Public Schools Dist 299
IL,1709960,Chicago Heights SD 170
IL,1709990,Chicago Ridge SD 127-5
IL,1710200,Cicero SD 99
IL,1710240,North Wayne CUSD 200
IL,1710290,Cissna Park CUSD 6
IL,1710340,Clay City CUSD 10
IL,1710380,Skokie SD 73-5
IL,1710410,Central CUSD 4
IL,1710440,Clinton CUSD 15
IL,1710470,CCSD 93
IL,1710530,Coal City CUSD 1
IL,1710570,Cobden SUD 17
IL,1710650,Collinsville CUSD 10
IL,1710690,Colona SD 190
IL,1710740,Columbia CUSD 4
IL,1710790,Hamilton Co CUSD 10
IL,1710800,Oakwood CUSD 76
IL,1710820,Westville CUSD 2
IL,1710830,Triopia CUSD 27
IL,1710860,Cornell CCSD 426
IL,1710950,Ford Heights SD 169
IL,1710980,Coulterville USD 1
IL,1711010,Country Club Hills SD 160
IL,1711100,Crab Orchard CUSD 3
IL,1711220,Creston CCSD 161
IL,1711250,Crete Monee CUSD 201U
IL,1711290,Creve Coeur SD 76
IL,1711350,Crystal Lake CCSD 47
IL,1711370,CHSD 155
IL,1711400,CUSD 3 Fulton County
IL,1711520,Cypress SD 64
IL,1711610,Dakota CUSD 201
IL,1711700,Dalzell SD 98
IL,1711730,Damiansville SD 62
IL,1711790,Danville CCSD 118
IL,1711850,Decatur SD 61
IL,1711880,Deer Creek-Mackinaw CUSD 701
IL,1711910,Deer Park CCSD 82
IL,1711980,Deerfield SD 109
IL,1712000,DeKalb CUSD 428
IL,1712030,Deland-Weldon CUSD 57
IL,1712060,Delavan CUSD 703
IL,1712090,DePue USD 103
IL,1712120,CCSD 62
IL,1712150,DeSoto Cons SD 86
IL,1712210,Diamond Lake SD 76
IL,1712240,Dieterich CUSD 30
IL,1712330,Dixon USD 170
IL,1712420,Dolton SD 149
IL,1712450,Dolton SD 148
IL,1712480,Dongola USD 66
IL,1712510,Donovan CUSD 3
IL,1712540,Downers Grove GSD 58
IL,1712570,CHSD 99
IL,1712700,Dunlap CUSD 323
IL,1712720,Comm Unit School District No 196
IL,1712760,Du Quoin CUSD 300
IL,1712810,Durand CUSD 322
IL,1712840,Dwight Common SD 232
IL,1712870,Dwight Twp HSD 230
IL,1712900,E St Louis Area Joint Agreement
IL,1712930,Earlville CUSD 9
IL,1712960,East Alton SD 13
IL,1712990,East Alton-Wood River CHSD 14
IL,1713050,East Dubuque USD 119
IL,1713140,East Maine SD 63
IL,1713170,East Moline SD 37
IL,1713230,East Peoria CHSD 309
IL,1713240,East Peoria SD 86
IL,1713260,East Prairie SD 73
IL,1713290,Richland County CUSD 1
IL,1713320,East St Louis SD 189
IL,1713370,Edgar County CUD 6
IL,1713410,Edinburg CUSD 4
IL,1713440,Lindop SD 92
IL,1713500,Edwards County CUSD 1
IL,1713530,Edwardsville CUSD 7
IL,1713560,Effingham CUSD 40
IL,1713590,Egyptian CUSD 5
IL,1713660,Eldorado CUSD 4
IL,1713710,SD U-46
IL,1713770,Comm Cons SD 59
IL,1713860,Elverado CUSD 196
IL,1713920,Tri Valley CUSD 3
IL,1713940,DuPage HSD 88
IL,1713970,Elmhurst SD 205
IL,1714050,Elmwood CUSD 322
IL,1714100,Elmwood Park CUSD 401
IL,1714160,Elwood CCSD 203
IL,1714220,Harmony Emge SD 175
IL,1714250,Emmons SD 33
IL,1714350,Erie CUSD 1
IL,1714410,Eswood CCSD 269
IL,1714430,Eureka CUD 140
IL,1714460,Evanston CCSD 65
IL,1714490,Evanston Twp HSD 202
IL,1714550,Evergreen Park ESD 124
IL,1714580,Evergreen Park CHSD 231
IL,1714640,Ewing Northern CCSD 115
IL,1714710,Fairfield PSD 112
IL,1714760,Fairmont SD 89
IL,1714820,Fairview SD 72
IL,1714940,Farrington CCSD 99
IL,1715030,Fenton CHSD 100
IL,1715090,Field CCSD 3
IL,1715100,Fieldcrest CUSD 6
IL,1715180,Fisher CUSD 1
IL,1715400,Flora CUSD 35
IL,1715420,Flossmoor SD 161
IL,1715450,Forest Park SD 91
IL,1715480,Forest Ridge SD 142
IL,1715490,Forrestville Valley CUSD 221
IL,1715630,Fox Lake GSD 114
IL,1715660,Fox River Grove Cons SD 3
IL,1715700,Frankfort CCSD 157C
IL,1715750,Franklin CUSD 1
IL,1715780,Franklin Park SD 84
IL,1715820,Freeburg CCSD 70
IL,1715840,Freeburg CHSD 77
IL,1715880,Serena CUSD 2
IL,1715900,Freeport SD 145
IL,1715930,Fremont SD 79
IL,1716020,Galatia CUSD 1
IL,1716050,Galena USD 120
IL,1716080,Galesburg CUSD 205
IL,1716140,Galva CUSD 224
IL,1716230,Gardner CCSD 72C
IL,1716260,Gardner S Wilmington Twp HSD 73
IL,1716290,Gavin SD 37
IL,1716320,Geff CCSD 14
IL,1716350,Geneseo CUSD 228
IL,1716380,Geneva CUSD 304
IL,1716410,Genoa Kingston CUSD 424
IL,1716530,Germantown SD 60
IL,1716560,Germantown Hills SD 69
IL,1716590,Giant City CCSD 130
IL,1716650,Gifford CCSD 188
IL,1716680,Gillespie CUSD 7
IL,1716800,Glen Ellyn SD 41
IL,1716830,Glenbard Twp HSD 87
IL,1716860,Glencoe SD 35
IL,1716920,Glenview CCSD 34
IL,1716950,Brookwood SD 167
IL,1717040,Woodridge SD 68
IL,1717160,Gower SD 62
IL,1717190,Grand Prairie CCSD 6
IL,1717220,Grand Ridge CCSD 95
IL,1717280,Granite City CUSD 9
IL,1717310,Grant CCSD 110
IL,1717340,Grant CHSD 124
IL,1717370,Grant Park CUSD 6
IL,1717490,Grass Lake SD 36
IL,1717520,Grayslake CCSD 46
IL,1717550,Grayslake CHSD 127
IL,1717580,Grayville CUSD 1
IL,1717670,Greenfield CUSD 10
IL,1717700,Greenview CUSD 200
IL,1717730,Bond County CUSD 2
IL,1717790,Griggsville-Perry CUSD 4
IL,1717800,Gurnee SD 56
IL,1717850,Northbrook ESD 27
IL,1718030,Hall HSD 502
IL,1718060,Hamilton CCSD 328
IL,1718090,Hampton SD 29
IL,1718180,Calhoun CUSD 40
IL,1718200,Hardin County CUSD 1
IL,1718240,Harlem UD 122
IL,1718270,Harrisburg CUSD 3
IL,1718360,Harrison SD 36
IL,1718390,Hartsburg Emden CUSD 21
IL,1718420,Harvard CUSD 50
IL,1718450,Harvey SD 152
IL,1718480,W Harvey-Dixmoor PSD 147
IL,1718510,Havana CUSD 126
IL,1718570,Hawthorn CCSD 73
IL,1718600,Hazel Crest SD 152-5
IL,1718810,Herrin CUSD 4
IL,1718840,Herscher CUSD 2
IL,1718870,Heyworth CUSD 4
IL,1718960,High Mount SD 116
IL,1718990,Highland CUSD 5
IL,1719080,Twp HSD 113
IL,1719110,LaGrange Highlands SD 106
IL,1719200,Hillsboro CUSD 3
IL,1719230,Hillside SD 93
IL,1719260,Hinckley Big Rock CUSD 429
IL,1719290,Hinsdale CCSD 181
IL,1719320,Hinsdale Twp HSD 86
IL,1719420,Hollis Cons SD 328
IL,1719500,Homer CCSD 33C
IL,1719530,Homewood SD 153
IL,1719560,Homewood Flossmoor CHSD 233
IL,1719620,Hononegah CHD 207
IL,1719660,Hoopeston Area CUSD 11
IL,1719680,Hoover-Schrum Memorial SD 157
IL,1719830,Huntley Comm Sch Dist 158
IL,1719920,Hutsonville CUSD 1
IL,1719960,Illini Bluffs CUSD 327
IL,1719970,Il Valley Central USD 321
IL,1720170,Iroquois County CUSD 9
IL,1720180,Iroquois West CUSD 10
IL,1720190,Irvington CCSD 11
IL,1720220,Itasca SD 10
IL,1720250,Iuka CCSD 7
IL,1720280,Jacksonville SD 117
IL,1720370,Jasper CCSD 17
IL,1720380,Jasper County CUD 1
IL,1720430,Jersey CUSD 100
IL,1720490,Johnsburg CUSD 12
IL,1720550,Johnston City CUSD 1
IL,1720580,Joliet PSD 86
IL,1720610,Joliet Twp HSD 204
IL,1720640,County of Union Sch Dist No43
IL,1720760,Kankakee SD 111
IL,1720790,Kansas CUSD 3
IL,1720880,Keeneyville SD 20
IL,1720910,Kell Cons SD 2
IL,1720970,Kenilworth SD 38
IL,1721000,Kewanee CUSD 229
IL,1721030,Kildeer Countryside CCSD 96
IL,1721130,Kings Cons SD 144
IL,1721180,Kinnikinnick CCSD 131
IL,1721270,Kirby SD 140
IL,1721300,Hiawatha CUSD 426
IL,1721390,Knoxville CUSD 202
IL,1721420,Komarek SD 94
IL,1721450,Darien SD 61
IL,1721510,Ladd CCSD 94
IL,1721590,Lagrange Area Dept Spec Ed-Ladse
IL,1721600,La Grange SD 102
IL,1721630,La Grange SD 105 South
IL,1721680,La Moille CUSD 303
IL,1721720,Lake Bluff ESD 65
IL,1721750,Lake Forest SD 67
IL,1721780,Lake Forest CHSD 115
IL,1721840,Lake Park CHSD 108
IL,1721870,Lake Villa CCSD 41
IL,1721900,Lake Zurich CUSD 95
IL,1722020,Lansing SD 158
IL,1722050,Laraway CCSD 70C
IL,1722080,La Salle ESD 122
IL,1722110,La Salle-Peru Twp HSD 120
IL,1722130,Red Hill CUSD 10
IL,1722150,Lawrence County CUD 20
IL,1722300,Lebanon CUSD 9
IL,1722350,Paw Paw CUSD 271
IL,1722360,Lee County Spec Educ Assoc
IL,1722500,Lemont Twp HSD 210
IL,1722530,Lena Winslow CUSD 202
IL,1722620,LeRoy CUSD 2
IL,1722710,Lexington CUSD 7
IL,1722730,Leyden Area Spec Educ Coop
IL,1722740,Leyden CHSD 212
IL,1722770,Liberty CUSD 2
IL,1722800,Libertyville SD 70
IL,1722830,CHSD 128
IL,1722860,Lick Creek CCSD 16
IL,1722870,Leland CUSD 1
IL,1722920,Limestone Walters CCSD 316
IL,1722950,Limestone CHSD 310
IL,1722980,Lincoln ESD 27
IL,1723050,Lincoln CHSD 404
IL,1723070,Lincoln Way CHSD 210
IL,1723090,Lincolnshire-Prairieview SD 103
IL,1723100,Lincolnwood SD 74
IL,1723160,Lisbon CCSD 90
IL,1723200,Lisle CUSD 202
IL,1723250,Litchfield CUSD 12
IL,1723340,Lockport Area Spec Educ Coop
IL,1723350,Lockport Twp HSD 205
IL,1723460,Lombard SD 44
IL,1723640,Brooklyn UD 188
IL,1723700,Ludlow CCSD 142
IL,1723730,Will County SD 92
IL,1723850,Lyons SD 103
IL,1723880,Lyons Twp HSD 204
IL,1723920,Macomb CUSD 185
IL,1723970,Madison CUSD 12
IL,1723985,Madison Co Reg I Spec Educ Coop
IL,1723990,Madison County Voc Adj Counseling
IL,1724000,Maercker SD 60
IL,1724060,Mahomet-Seymour CUSD 3
IL,1724090,Maine Township HSD 207
IL,1724120,Malden CCSD 84
IL,1724270,Manhattan SD 114
IL,1724330,Mannheim SD 83
IL,1724390,Manteno CUSD 5
IL,1724420,Northbrook/Glenview SD 30
IL,1724480,Kaneland CUSD 302
IL,1724570,Marengo CHSD 154
IL,1724600,Marion CUSD 2
IL,1724650,Marissa CUSD 40
IL,1724720,Prairie-Hills ESD 144
IL,1724750,Maroa Forsyth CUSD 2
IL,1724780,Marquardt SD 15
IL,1724870,Marshall CUSD 2C
IL,1724900,Martinsville CUSD 3C
IL,1724940,Mascoutah CUD 19
IL,1725000,Massac UD 1
IL,1725020,Matteson ESD 162
IL,1725050,Mattoon CUSD 2
IL,1725110,Maywood-Melrose Park-Broadview 89
IL,1725190,Mazon-Verona-Kinsman ESD 2C
IL,1725260,McClellan CCSD 12
IL,1725290,McHenry CCSD 15
IL,1725320,McHenry CHSD 156
IL,1725500,Medinah SD 11
IL,1725590,CUSD 4
IL,1725620,Mendota CCSD 289
IL,1725650,Mendota Twp HSD 280
IL,1725680,Meredosia-Chambersburg CUSD 11
IL,1725690,Meridian CUSD 223
IL,1725740,Metamora CCSD 1
IL,1725770,County of Woodford School
IL,1725920,Midlothian SD 143
IL,1726100,Millburn CCSD 24
IL,1726180,Fairfield Comm H S Dist 225
IL,1726190,Millstadt CCSD 160
IL,1726250,Miller Twp CCSD 210
IL,1726310,Minooka CCSD 201
IL,1726340,Minooka CHSD 111
IL,1726370,Mokena SD 159
IL,1726400,Moline-Coal Valley CUSD 40
IL,1726430,Momence CUSD 1
IL,1726490,Monroe SD 70
IL,1726550,Monticello CUSD 25
IL,1726590,Montmorency CCSD 145
IL,1726610,Morris SD 54
IL,1726640,Morris CHSD 101
IL,1726710,Morrison CUSD 6
IL,1726760,Morrisonville CUSD 1
IL,1726800,Morton CUSD 709
IL,1726820,Golf ESD 67
IL,1726850,Morton Grove SD 70
IL,1726880,J S Morton HSD 201
IL,1726970,Meridian CUSD 101
IL,1727180,Mount Olive CUSD 5
IL,1727210,Mount Prospect SD 57
IL,1727290,Mt Pulaski CUSD 23
IL,1727300,Brown County CUSD 1
IL,1727340,Mount Vernon SD 80
IL,1727360,Mt Vernon Twp HSD 201
IL,1727390,Mt Zion CUSD 3
IL,1727450,Mulberry Grove CUSD 1
IL,1727540,Mundelein ESD 75
IL,1727570,Mundelein Cons HSD 120
IL,1727610,Murphysboro CUSD 186
IL,1727710,Naperville CUSD 203
IL,1727720,Nashville CCSD 49
IL,1727740,Nashville CHSD 99
IL,1727780,Nauvoo-Colusa CUSD 325
IL,1727840,Neoga CUSD 3
IL,1727930,Nettle Creek CCSD 24C
IL,1727960,New Athens CUSD 60
IL,1727990,New Berlin CUSD 16
IL,1728110,New Hope CCSD 6
IL,1728140,New Lenox SD 122
IL,1728160,New Simpson Hill SD 32
IL,1728200,New Trier Twp HSD 203
IL,1728260,Newark CHSD 18
IL,1728270,Newark CCSD 66
IL,1728500,Niles ESD 71
IL,1728530,Niles Twp HSD 219
IL,1728560,Nokomis CUSD 22
IL,1728620,McLean County USD 5
IL,1728650,Norridge SD 80
IL,1728700,North Boone CUSD 200
IL,1728810,North Clay CUSD 25
IL,1728890,North Palos SD 117
IL,1728920,N Pekin & Marquette Hght SD 102
IL,1728980,Northbrook SD 28
IL,1729010,Glenbrook HSD 225
IL,1729020,Northwestern Illinois Assn
IL,1729040,Norwood ESD 63
IL,1729100,Oak Grove SD 68  Bartonville
IL,1729130,Oak Grove SD 68 Green Oaks
IL,1729190,Oak Lawn-Hometown SD 123
IL,1729220,Oak Lawn CHSD 229
IL,1729250,Oak Park ESD 97
IL,1729280,Oak Park - River Forest SD 200
IL,1729310,Oakdale CCSD 1
IL,1729340,Oakland CUSD 5
IL,1729420,Oblong CUSD 4
IL,1729520,Odell CCSD 435
IL,1729670,Oglesby ESD 125
IL,1729700,Ohio CCSD 17
IL,1729730,Ohio CHSD 505
IL,1729760,O Fallon CCSD 90
IL,1729790,O Fallon Twp HSD 203
IL,1729890,Olympia CUSD 16
IL,1729940,R O W V A CUSD 208
IL,1730060,Orangeville CUSD 203
IL,1730160,Oregon CUSD 220
IL,1730200,Orion CUSD 223
IL,1730220,Orland SD 135
IL,1730270,CUSD 308
IL,1730300,Ottawa ESD 141
IL,1730330,Ottawa Twp HSD 140
IL,1730420,Palatine CCSD 15
IL,1730450,Township HSD 211
IL,1730480,Palestine CUSD 3
IL,1730510,CCSD 180
IL,1730540,Northwestern CUSD 2
IL,1730570,Palos Heights SD 128
IL,1730600,Palos CCSD 118
IL,1730630,Pana CUSD 8
IL,1730660,Panhandle CUSD 2
IL,1730750,Paris-Union SD 95
IL,1730780,Paris CUSD 4
IL,1730810,Park Forest SD 163
IL,1730840,Park Ridge CCSD 64
IL,1730870,Patoka CUSD 100
IL,1730900,Gen George Patton SD 133
IL,1730930,Pawnee CUSD 11
IL,1730990,Payson CUSD 1
IL,1731020,Pearl City CUSD 200
IL,1731050,Pecatonica CUSD 321
IL,1731080,Pekin PSD 108
IL,1731110,Pekin CSD 303
IL,1731140,Pembroke CCSD 259
IL,1731200,Pennoyer SD 79
IL,1731230,Peoria SD 150
IL,1731270,Peoria Heights CUSD 325
IL,1731290,Peotone CUSD 207U
IL,1731310,Perandoe Spec Educ District
IL,1731380,Peru ESD 124
IL,1731410,Porta CUSD 202
IL,1731500,Southwestern CUSD 9
IL,1731560,CCSD 204
IL,1731620,Pinckneyville CHSD 101
IL,1731710,Pikeland CUSD 10
IL,1731740,Plainfield SD 202
IL,1731770,Plano CUSD 88
IL,1731860,Pleasant Hill SD 69
IL,1731890,Pleasant Hill CUSD 3
IL,1731920,Pleasant Plains CUSD 8
IL,1731950,Pleasant Valley SD 62
